target_id	pse_pssm0	pse_pssm1	pse_pssm2	pse_pssm3	pse_pssm4	pse_pssm5	pse_pssm6	pse_pssm7	pse_pssm8	pse_pssm9	pse_pssm10	pse_pssm11	pse_pssm12	pse_pssm13	pse_pssm14	pse_pssm15	pse_pssm16	pse_pssm17	pse_pssm18	pse_pssm19	pse_pssm20	pse_pssm21	pse_pssm22	pse_pssm23	pse_pssm24	pse_pssm25	pse_pssm26	pse_pssm27	pse_pssm28	pse_pssm29	pse_pssm30	pse_pssm31	pse_pssm32	pse_pssm33	pse_pssm34	pse_pssm35	pse_pssm36	pse_pssm37	pse_pssm38	pse_pssm39
P06737	0.045741681179	0.137908643384	0.13185204589299998	0.06934048977610001	-0.30987125133	0.177984914107	0.153263325369	-0.346307256738	0.330339496598	-0.06604629306200001	-0.21034814818	0.0732363220975	0.221383927221	-0.115960626882	-0.240713200392	0.0677559436199	0.0558708767375	-0.226943545145	0.177274937981	-0.125762282236	0.98093075239	1.60064865308	1.64213345234	2.27826329825	3.32147110487	0.986563209648	1.46099344657	1.991994217	1.91966870319	1.87796594212	1.61475049917	1.11022491033	1.85208727099	1.93498733024	2.35589906519	0.7958523993250001	0.792691409868	5.18279162731	1.97695928584	1.4062383067500002
Q08499	0.138610944569	0.223432108587	0.132604465255	0.021260205716400003	-0.214008641318	0.30742640228100004	0.239216837497	-0.343488045601	0.22172179867	-0.189559123618	-0.123911343963	0.148346159712	0.168299222984	-0.346792616211	0.0868434956933	0.489757582361	0.25247006739	-0.751776214905	-0.311379215268	-0.149074089833	0.905658377594	1.47857550472	1.3036683781	1.9710145942	2.18653951774	1.07242794189	1.3724870435499998	1.49250633309	2.03285737407	1.61075648681	1.96460214849	1.14931859229	1.4260315655700002	2.0500815180700003	2.18314543666	1.0520579133	0.880671304246	3.36392810506	1.37233135759	1.2948290313200002
Q9UBN7	0.291857130872	0.0732402199031	-0.0160968156176	0.047461373092199985	-0.117426840211	0.181578152535	0.211442648935	-0.157490694084	0.26610121753800003	-0.208902754487	-0.143309692731	-0.0507991369747	0.1061217771	-0.33987879576	0.149034413934	0.336873090795	0.168392602053	-0.508385435657	-0.204211910804	-0.08560055043169999	1.0295038955700002	1.4438676388799998	1.2900374175799998	1.91117204516	2.76698015258	1.09275526417	1.48510945804	2.24889127619	1.8704002797	1.71469363693	1.7759708403	1.01593699927	1.42109600995	1.5441483120299997	2.43416757819	0.944858502326	0.928929336577	3.60762665385	1.54810840982	1.62272266236
P08842	0.0383658614521	0.0075757689016099986	0.0843503091329	0.0544107460791	-0.448058225258	0.0902533081527	-0.0411081476049	-0.144852816547	0.390422829412	-0.252910179203	-0.287684733615	0.0163103314748	0.147514747259	-0.095354803953	0.107854010951	-0.0320946139722	0.0713411434084	0.33669069190300005	0.214081460154	-0.257107688128	1.03342304604	1.50823339268	1.25003627332	1.85644935198	2.1532199505	0.97616476668	1.1173690526200002	2.28731790032	1.51978681321	1.75457308655	1.76850173779	1.14709148205	1.519785139	1.94953989091	2.61722337683	0.947908756025	1.07949006824	2.92410240426	1.58780128931	1.2290147882100002
O95718	-0.0436912626515	0.0677606465793	0.0804548252053	-0.168648661109	0.221057858282	0.31928180723	-0.0663996216022	-0.366662907016	0.497074303863	-0.249600774643	-0.224276283222	-0.07837411874400001	0.432821786656	-0.246346678234	0.161208736803	0.426540979778	0.136220994785	-0.582454369395	-0.0760192030909	-0.239948059474	0.813694690687	1.45913028992	0.916823269961	1.6452363935299998	2.5277330064	1.1729451325	1.36370371649	1.6576220725	1.54311151368	1.52335657461	1.54826857933	1.24493381593	1.28490934785	1.69142991042	1.5800007992299998	1.04812303175	0.616414150616	4.3199046690400005	1.4490264305899998	1.31878427483
Q9WUL0	0.17568498639000002	0.393443204743	0.189488620732	0.261629569275	-0.630034148288	0.355617922875	0.5312840737569999	-0.25630606356	0.0761641360937	-0.251425186907	-0.261530201518	0.785047304725	-0.0363369730096	-0.538094395806	-0.061431108141800014	0.366723686135	0.22989218142	-0.8483325104520001	-0.374820541488	-0.106664556974	0.834913493326	1.51385429302	1.47220428075	1.90138265712	1.80454436148	0.919754682096	1.50319502251	1.5170735781400002	1.7559444392	1.75850927351	1.65927641762	1.85799338399	1.3012841829	2.02000697656	1.7803299114099995	0.816227272862	0.8411617272759999	2.1938913058900003	1.37877678759	1.3848292888999998
Q92769	0.29082202344	0.181084993777	0.0367730970621	0.12045708955999998	-0.131613708784	0.133829192205	0.254626327542	-0.161056540538	0.24918251549000006	-0.180654570638	-0.15777250007000002	0.0631477782784	0.0297271216231	-0.304875341772	-0.0704866982188	0.260011522085	0.129626125352	-0.494389471996	-0.144031182543	-0.104407771854	0.962839960598	1.51529980083	1.61669184128	2.14540052071	1.84772097263	1.09078913831	1.66002466826	2.33494682531	1.81004797004	1.95122770912	1.7791519070400004	1.0992699768799998	1.68120433963	1.75329766097	2.2395707727	0.924331889014	0.960277411103	2.9736569425300003	1.7779693474	1.63915944507
P30291	0.190954139037	0.437346277459	0.136012877671	0.118712236717	-0.637074800284	0.311449030355	0.22721039700800005	-0.169622382102	0.10393339347	-0.239949007213	-0.108043497689	0.2643900104	0.0390049034699	-0.368108942518	0.314331268746	0.767546031084	0.270847616208	-0.972062784284	-0.511238502883	-0.175638264652	0.845329042501	1.40490148148	1.2303943978799998	1.69635642127	1.51389305195	1.00048299487	1.3571568095200002	1.87339935765	1.59474628083	1.6919756524899998	1.81229095222	1.3551706732799995	1.48756811526	1.9042836827	1.93009004427	1.05006215988	0.8736226522380001	2.15264830316	1.24320151615	1.1822371952700002
P22687	0.0503688932552	-0.117078102944	0.230972508528	-0.0657078581921	-0.702962796144	0.16910237495900002	-0.05799727943350001	-0.239377622406	0.185185658155	0.14141776231699998	0.0112032914564	0.062116474898	0.210327592888	0.0894236324412	-0.139737883631	0.399089574927	0.32923715617800003	-0.5554505089790001	-0.143757228961	0.143624360689	0.787667823789	1.38912359369	2.03471298203	2.05434151898	2.8018601122400004	1.54219237662	1.39052762042	1.96902942351	2.13743960796	2.75635393254	2.46869409005	1.459868068	1.7733377553099998	2.59944486413	2.21038287951	1.23035435133	0.870941639788	4.06610686549	1.6086631698500002	1.95805639787
P18054	-0.0232402936795	-0.00981868868107	0.0127402986156	-0.036207229072	-0.0484141747679	0.115038932944	0.034467948071	-0.365409266744	0.377728467689	-0.11298587407	-0.233821212766	-0.00539901492568	0.29925286799600004	-0.0103802942473	-0.108450624597	0.07545089950410001	0.128151524132	-0.0616875181334	0.11151427628	-0.138531023548	1.05051727761	1.28508983934	1.25531358079	1.89509645843	3.0403931021	1.1982095741299998	1.36053391215	1.83707837126	1.91172926227	1.7072119661200005	1.85116782683	1.14830070084	1.55026700734	1.94621828015	2.3394372697	0.901750087648	0.920551984495	5.778372269169999	1.72103232598	1.32774413049
Q9ULX7	0.185674376205	-0.0653928070785	0.199040589885	-0.0695091152307	-0.280904093411	0.0993146257169	0.040871824697199986	-0.192787245358	0.254661424937	-0.06905700349489999	-0.0964755720409	0.0680993317137	0.0027706861867199998	-0.113091359056	-0.121358886471	0.4362880437560001	0.30938521899300003	-0.509511359873	-0.10638010527999997	0.0283614252035	0.877233382175	1.06773170991	1.78702715501	1.60815868847	1.5358629666	1.2667469207	1.32630999138	2.05412663224	1.5404243456	2.00544529274	2.2481230218	1.0272424612	1.35749209146	2.3583440039	2.62169519118	1.20515625339	1.1658029282100002	2.61008559807	2.0378227261200004	1.5687476107700002
P51635	0.256798975236	0.0168661362824	0.141668398287	0.07000412002060001	-0.296877536979	0.160001095629	0.176597112405	-0.232522759866	0.14123443020999998	-0.0646658124536	-0.0414850134675	0.216028804708	-0.010613504003899998	-0.210605294289	-0.160493442515	0.171417957416	0.177372093019	-0.413804005364	-0.132841523084	0.0359197688123	1.20207544511	1.70510235484	1.81417032913	2.43791170776	1.33644998594	1.23777619122	1.97487218946	2.52539141005	1.45553983057	2.69238815758	2.36939161028	1.9391503808	1.46259605614	2.25508548958	2.6926078121200003	1.15237483497	0.899584960043	2.24978233808	1.82744670331	2.12217719294
P12527	-0.0182187554821	0.0119617559497	-0.0137102445541	-0.0363083223699	0.0347566293156	0.124925383921	-0.00370006845141	-0.360307146541	0.403108336629	-0.137688827559	-0.227427345964	-0.0019030116812	0.278404994975	-0.0394503429567	-0.116233310156	0.0574856980172	0.123504951716	-0.0622099407309	0.113449096285	-0.130439530362	0.957195554971	1.24930494685	1.32272263292	2.0189197308	2.85407317683	1.16842957535	1.40791715071	1.7664757976299998	1.81780318035	1.71423820668	1.7886611427	1.1832762526799998	1.69206162463	2.07959203895	2.32077708196	0.89735997895	0.862785932164	5.89585393083	1.62028088935	1.3022464851
P35218	0.12374932487	-0.023795100595800003	0.22906060999	-0.0284990439878	-0.259021789434	0.187078978281	0.0496176274319	-0.20695212457000006	0.312961333542	-0.15291475235	-0.146013092622	0.120842558119	-0.032759095743200004	-0.144347271897	-0.112738236619	0.469213498679	0.313209004096	-0.479756546794	-0.132475935268	-0.086459945129	0.8580455736489999	1.2940900858700002	1.7365367509799998	1.6330185898700005	1.77673022816	1.24790165538	1.33639752502	1.93931969227	1.57359532107	2.05312925513	2.00631464036	1.16087538134	1.4354308376	2.55550962881	2.62330270722	1.4763533453600002	1.22400598972	3.0411694863700003	2.07436056116	1.6090594915099998
O43570	0.22125366048	-0.0770138484247	0.147854349781	-0.102890559087	-0.257138438616	0.08472646788889998	0.00104880079085	-0.19651761556	0.238931459472	-0.079029884087	-0.07158026155939999	0.0660281602345	0.042111580777400015	-0.141204272973	-0.0721496637906	0.451514551336	0.322663813053	-0.5178863582159999	-0.0969412111159	0.0362192696173	0.914768234852	1.16310792427	1.6309279256600002	1.51878613893	1.64565131504	1.15243082323	1.25297498639	1.95196795097	1.57774338938	1.94281390032	1.8423181935	1.00670163665	1.32943502668	2.45337469781	2.597523266	1.31460648497	1.26274420668	2.83682488361	1.9337977283400003	1.51287078103
Q07817	0.266866531876	0.213745588769	-0.0504882781669	-0.0813427558678	-0.0572674568594	0.205560345753	0.181618983553	-0.135258839869	-0.01063153457	-0.041019030105800006	-0.051801566638199986	-0.07141347886800001	0.0463410383733	-0.189200777482	-0.104855405391	0.375518753684	0.19264096845400006	-0.552489018225	-0.230111082969	0.093587014548	0.8403545398450001	1.6205889405899998	1.41868811478	1.8323256271	2.13773405802	0.994607830041	1.31322038635	1.7709748982799998	1.69315436224	1.7933163023099998	1.77586839309	0.8995095142730001	1.6776724620200003	2.02353567155	1.3403349566399998	0.860642730732	0.7844388106360001	4.49607785594	1.61375707277	1.36834578544
P79400	-0.0791143851323	-0.0995186810901	-0.112475764827	-0.542975210289	0.524500696706	-0.18516192728	-0.46694556259	-0.519035477192	0.344975651169	0.193293463798	-0.114028626608	-0.241988159715	0.5281500902449999	0.194249305349	-0.250351366811	0.140504138092	0.204616656433	0.262927617114	0.13593573209	0.0824418105375	1.03131350003	1.32405417304	1.09054442424	1.0741082710799998	2.10615762051	0.6660711201889999	0.664588172426	1.13967213183	0.848093425373	1.6141300735	1.34223768741	0.803357607207	0.947539541579	1.7815490109299998	1.85077289126	1.23012427599	0.71914160035	5.1066790853800015	1.51583614316	1.0138355422499998
P79291	0.187788621715	-0.124753568914	-0.158209479199	-0.707384262298	0.00639399345877	-0.126934499321	-0.545936741873	-0.386694062063	0.0565526436447	0.408876533286	0.348696231878	-0.245864509441	0.458302536685	0.340496938186	-0.5722077378399999	0.295039289	0.420636389863	-0.199680503099	0.0831486025767	0.461733583754	1.10924782978	1.4217863120700005	1.27188101067	1.15022839462	1.47311732844	0.744444645957	0.549905197561	1.0983992926	1.16970050356	1.68309543071	1.61969187576	1.01513008139	1.29197214896	1.66315687537	2.29505175996	1.00710732154	0.900229118095	2.21227525725	1.34218293247	1.42555981147
P10415	0.329774349387	0.293111025104	0.00734043414867	-0.083052130436	-0.124401950313	0.180941142182	0.187747982228	-0.0782467685493	0.0364385703106	-0.109554217456	-0.0482640878806	-0.0149525009936	-0.0107317341604	-0.247431666777	-0.142007284354	0.344530065555	0.19238451619	-0.596776507486	-0.205053272744	0.0882040360454	0.971451526629	1.48977631253	1.5567910802899998	1.9035723229900003	2.12005295344	1.10271553057	1.34614502792	2.04640730185	1.6197334584999998	1.81635601735	1.77206397857	0.890876607113	1.59300691818	2.33601404923	1.6509622812600002	1.0111179408	0.669164493824	4.11269485014	1.55850577808	1.34193054263
P30530	0.0597472279874	0.129260506995	0.108559797884	-0.0694144223138	-0.249111038851	0.193417381578	0.157352105337	-0.233368542459	0.114737064058	-0.0965749798438	-0.0981447302405	0.036069077254	0.0489852048665	-0.316484023864	0.108543111546	0.406109005238	0.313792445165	-0.614889908892	-0.0755761025859	0.0769908211412	0.920359106819	1.64880399834	1.3816015521399998	1.58512380878	2.53616032443	1.20314857754	1.5432555146	2.11965574369	1.7850649471200002	1.95729503872	1.92911607208	1.08217000242	1.38445240761	1.77955219228	2.61680008822	1.13391071306	0.954892487995	3.36624199856	1.6404653316	1.68915951593
P08253	-0.14080297614	0.156762588878	0.0793389590705	0.0520685104343	-0.399915170863	0.121721467568	-0.0531148524378	-0.25055513813200003	0.452937866828	-0.219226305317	-0.391662642119	0.0566678605831	0.113413947857	0.00121521824897	0.0918323538615	0.172749112755	0.161848071574	-0.0105152798794	0.236828743328	-0.23159233609700006	0.812021166007	1.12952830511	1.04778199718	1.78557891887	3.652573818430001	1.02664001003	0.980586406255	2.25859889372	1.59702005924	1.3775335507799995	1.27607594567	0.999789230246	1.56141617636	2.22639371615	2.20389889699	0.763896030616	0.869355152271	5.00899496898	1.7087780203799998	1.20810011695
O14757	0.0988571377835	0.200779611356	0.07941102179060001	0.0191125157501	-0.342222751134	0.238995640415	0.17182011043499998	-0.34330343414700004	0.108043102227	0.019053411884	0.0428460265456	0.272966986321	0.17938564522999995	-0.295246200403	-0.015279891274700003	0.378283361314	0.238899801523	-0.819760438002	-0.252944971511	0.0203033138958	0.881490387046	1.69361021652	1.42925734783	2.08056818181	1.73472322147	1.1916868371200002	1.75057785751	2.19315511311	1.50249854701	2.31014503197	2.35173929578	1.7700120951599998	1.76812058127	2.11960637808	2.02300199148	1.07038354801	0.873561724191	2.10945952248	1.6324015719100002	1.7859073738099998
Q16790	0.292676413812	0.0912907849445	0.143573195019	-0.0211435247516	-0.41669426847	0.193888374614	0.164904432135	-0.116574647263	0.136541986445	-0.192457609249	-0.144969616097	0.17267892489300002	-0.0328365493138	-0.339749201821	0.217848931079	0.4632895967010001	0.305767248782	-0.628620909913	-0.26731341893800004	-0.0221001426066	0.94032536295	1.18259405734	1.50170502505	1.57986872798	1.64063876894	1.2525361760200002	1.34364300667	2.02790875198	1.5328068002700002	1.7925520327400002	1.90253333219	0.987301233903	1.2541879564	2.12383036558	2.89732541697	1.13627291681	1.08669625951	2.86790325236	1.65793812271	1.50577694447
P22748	0.200038650971	-0.0697614534045	0.195959462177	-0.0396146296434	-0.312459993148	0.111068075078	-0.00039787675353300013	-0.136944486455	0.28759749006	-0.0952031669253	-0.07961219281889999	0.0511716953553	-0.008027169308399999	-0.15723367408	-0.121523191265	0.4575629051	0.32708302527600003	-0.510025820089	-0.105733198246	0.006055548119739999	0.767365499953	1.07731971159	1.78649226194	1.60659321445	1.51344921874	1.29702871921	1.40968836755	2.13202752847	1.60707259616	1.9794338592900005	2.14197548388	0.976307141113	1.30304587673	2.30814242286	2.94506081494	1.30454713896	1.17254541185	2.6711237082	1.93271316194	1.65262505267
P06211	-0.0153532425468	-0.0322834275896	0.116981362118	-0.174206236387	0.11519800093	0.356806355226	-0.0660134788868	-0.38829670508	0.503893389705	-0.237594890917	-0.235560543344	-0.157638645455	0.40412718	-0.267934215926	0.319928863226	0.525369758497	0.209738379134	-0.7018447218520001	-0.049738179234800006	-0.225579001617	0.8717190411839999	1.46501751939	1.0724401572	1.6171683894600002	2.21946892662	1.0953374071200002	1.291377761	1.60630276303	1.49791666474	1.3501215114899998	1.6844903867899998	1.09455996852	1.48226428709	1.69536437353	2.12481810888	1.01529285064	0.786105837808	3.94884121596	1.45775663766	1.1448426424
P19785	0.005337876710100001	-0.013054514945	0.119552643786	-0.160107603406	0.076566817678	0.381635306455	-0.0580965917326	-0.3777874868990001	0.511864469803	-0.24507122861	-0.210213841569	-0.162567779785	0.410406248748	-0.284938837128	0.313422615031	0.513933834603	0.209044625294	-0.677734000343	-0.11454037382	-0.237652179871	0.846494373945	1.3873092998899998	1.12817755841	1.63893373168	2.0805699654	1.14257384517	1.25960721065	1.67610715282	1.63820315537	1.46541456575	1.70706988379	1.16267084012	1.59744202139	1.73578349909	2.06323584619	0.95986541203	0.7805486954649999	3.91849904339	1.2371814463500002	1.05513103858
P51812	0.0355776922026	0.147969631757	0.0720411567677	0.0743411650667	-0.122959350072	0.227005164364	0.174038562842	-0.35842532828400003	0.218208897261	-0.046004456617400005	-0.10329005652	0.242408264288	0.219731043491	-0.16893929416900005	-0.157604137042	0.179775915227	0.14176824112199998	-0.609422884051	-0.0974932421817	-0.0687269854517	1.06450940799	1.46189549819	1.2799417093899998	2.03766477375	1.76796555628	1.04323193467	1.60439065354	2.22608476435	1.55146426741	2.10850774531	2.27983380805	1.66534438708	1.43442620146	2.23708123998	1.93792904367	0.990932387078	1.02950120695	2.60725965871	1.74952209275	1.71503009595
P02766	0.402654835021	0.00184898207197	-0.0402522723406	-0.0449164760336	-0.27821758519900003	0.136364491822	0.120858278644	-0.113817650694	0.148610759252	-0.0563611753729	0.00109690424684	0.07278425711	0.0401471120414	-0.239826895861	0.0272744532032	0.386266068059	0.463516227042	-0.79316387448	-0.358689648934	0.123823210402	0.997794044162	1.7310568805400002	1.2261727366700002	1.87749059086	2.07894495108	0.7671494442360001	1.23924198079	1.94974523925	2.21587389594	2.1278400868	2.09378748469	1.2125685919700002	1.3394897833	2.33094552687	2.53050181561	1.14475980983	1.3421855908200002	2.48943037481	1.67257167147	1.76546423213
P36888	-0.14285773401	0.0724449524238	0.228004326521	-0.0032644007445800003	-0.376955019774	0.149914210345	0.212851926209	-0.432671566677	0.200618453983	0.029198679681	-0.127568230579	0.136816104299	0.113505032659	-0.238396510211	-0.0265871077056	0.383923339098	0.343433935518	-0.6476589453980001	0.0585331821696	0.0667153721917	0.8786152268459999	1.4019295876	1.62316865231	1.8123092044	2.93355357335	1.1048624832	1.53751040774	1.88782532919	1.752342653	1.84371089414	1.7373184429400004	1.16216009869	1.3198527592	2.09634821841	2.04074661072	1.04542459358	1.15228211646	3.65620725932	1.91493737371	1.60378352339
